Word	JDIC Sequence Number	Reading	Kanji	Parts of Speech	Meanings	Related Words
豊か	1518130	ゆたか	豊	adjectival nouns or quasi-adjectives, suffix	1: abundant<br>2: wealthy<br>3: plentiful<br>4: rich<br>5: affluent<br><br>1: very<br>2: extremely<br>3: full of<br>4: great	個性豊か・こせいゆたか
鼓	1267900	つづみ	鼓	noun	1: hand drum	
喜ぶ	1218760	よろこぶ	喜	Godan verb with `bu' ending	1: to be delighted<br>2: to be glad<br>3: to be pleased<br><br>1: to congratulate<br><br>1: to gratefully accept	喜んで
喜ばす	1612230	よろこばす	喜	Godan verb with `su' ending	1: to delight<br>2: to give pleasure	
皿	1299680	さら	皿	noun, noun, used as a suffix, counter	1: plate<br>2: dish<br>3: platter<br>4: disc<br><br>1: serving<br>2: helping<br>3: course<br><br>1: kanji radical 108 (at the bottom)	お皿
血	1255060	ち	血	noun	1: blood<br>2: consanguinity	
盗み	1448400	ぬすみ	盗	noun	1: stealing	
盗む	1448440	ぬすむ	盗	Godan verb with `mu' ending, transitive verb	1: to steal	
温まる	1586430	あたたまる	温	Godan verb with `ru' ending, intransitive verb	1: to warm oneself<br>2: to sun oneself<br>3: to warm up<br>4: to get warm	
温める	1586440	あたためる	温	Ichidan verb, transitive verb	1: to warm<br>2: to heat	
温	2567890	ぬく	温	noun	1: idiot<br>2: dummy<br>3: slow person	温い・1
濫りがましい	1638460	みだりがましい	濫	adjective	1: morally corrupt	
鑑みる	1215170	かんがみる	鑑	Ichidan verb, transitive verb	1: to heed<br>2: to take into account<br>3: to bear in mind<br>4: to learn from<br>5: to take warning from<br>6: in view of<br>7: in the light of	
鑑	2017840	かがみ	鑑	noun	1: model<br>2: pattern	
盛る	1379730	さかる	盛	Godan verb with `ru' ending, intransitive verb	1: to prosper<br>2: to flourish<br><br>1: to copulate (animals)	
盛る	1379740	もる	盛	Godan verb with `ru' ending, intransitive verb	1: to serve (food, etc.)<br>2: to dish out<br><br>1: to fill up<br>2: to pile up<br>3: to heap<br><br>1: to prescribe<br>2: to administer<br>3: to dose out<br><br>1: to put into (e.g. information in a report)<br><br>1: to mark out (e.g. scale)<br>2: to graduate (e.g. thermometer)<br><br>1: to exaggerate<br>2: to apply heavy makeup	
盛ん	1379750	さかん	盛	adjectival nouns or quasi-adjectives	1: popular<br><br>1: prosperous<br><br>1: enthusiastic<br><br>1: energetic<br>2: vigorous	
塩	1576630	しお	塩	noun	1: salt (i.e. sodium chloride)<br>2: common salt<br>3: table salt<br><br>1: salt (e.g. sodium chloride, calcium sulfate, etc.)<br><br>1: hardship<br>2: toil<br>3: trouble<br><br>1: saltiness	
恨む	1289780	うらむ	恨	Godan verb with `mu' ending, transitive verb	1: to resent<br>2: to curse<br>3: to feel bitter<br>4: to blame<br>5: to bear a grudge<br><br>1: to regret	
恨めしい	1289790	うらめしい	恨	adjective	1: reproachful<br>2: hateful<br>3: bitter	
根	1290020	ね	根	noun	1: root (of a plant)<br><br>1: root (of a tooth, hair, etc.)<br>2: center (of a pimple, etc.)<br><br>1: root root (of all evil, etc.)<br>2: source<br>3: origin<br>4: cause<br>5: basis<br><br>1: one's true nature<br><br>1: (fishing) reef	
即ち	1404100	すなわち	即	adverb, conjunction	1: that is<br>2: namely<br>3: i.e.	
節	1386150	のっと	節	noun	1: knot (nautical mile per hour)	
節	1386160	ふし	節	noun	1: joint<br>2: knuckle<br><br>1: tune<br>2: melody<br><br>1: knot (in wood)<br>2: node in a bamboo stem<br><br>1: part<br>2: notable characteristic	思い当たるふしがある
退ける	1411260	しりぞける	退	Ichidan verb, transitive verb	1: to repel<br>2: to drive away<br>3: to repulse<br>4: to reject	
退ける	1411270	のける	退	Ichidan verb, transitive verb, auxiliary verb	1: to put something out of the way<br>2: to move (something, someone) aside<br><br>1: to remove<br>2: to exclude<br>3: to take away<br><br>1: to set aside<br>2: to keep apart<br><br>1: to remove (someone) from the group<br>2: to shun<br><br>1: (after the -te form of a verb) to do well despite difficulties<br>2: to accomplish despite adversity<br><br>1: (after the -te form of a verb) to do resolutely<br>2: to do boldly	
退く	1595080	どく	退	Godan verb with `ku' ending, intransitive verb	1: to step aside<br>2: to move (i.e. out of the way)<br>3: to make way<br><br>1: to resign<br>2: to retire<br>3: to quit<br>4: to secede	
退く	1595084	しりぞく	退	Godan verb with `ku' ending, intransitive verb	1: to step back<br>2: to move back<br><br>1: to leave (the presence of a superior)<br>2: to withdraw<br>3: to retreat<br>4: to concede<br><br>1: to resign<br>2: to retire<br>3: to quit	
退く	1595086	ひく	退	Godan verb with `ku' ending, intransitive verb	1: to move back<br>2: to draw back<br>3: to recede<br><br>1: to lessen<br>2: to subside<br>3: to ebb<br><br>1: to resign<br>2: to retire<br>3: to quit	
限り	1264610	かぎり	限	adverbial noun, suffix	1: limit<br>2: limits<br>3: bounds<br><br>1: degree<br>2: extent<br>3: scope<br><br>1: as far as possible<br>2: as much as possible<br>3: to the best of one's ability<br>4: very much<br><br>1: unless (after neg. verb)<br><br>1: the end<br>2: the last<br><br>1: as long as<br>2: only	
限る	1264640	かぎる	限	Godan verb with `ru' ending, transitive verb, intransitive verb	1: to restrict<br>2: to limit<br>3: to confine<br><br>1: to be restricted to<br>2: to be limited to<br>3: to be confined to	
眼	2662230	まなこ	眼	noun	1: eye<br>2: eyeball<br><br>1: pupil and (dark) iris of the eye<br><br>1: insight<br>2: perceptivity<br>3: power of observation<br><br>1: look<br>2: field of vision<br><br>1: core<br>2: center<br>3: centre<br>4: essence	
良い	1605820	よい	良	adjective	1: good<br>2: excellent<br>3: fine<br>4: nice<br>5: pleasant<br>6: agreeable<br><br>1: sufficient (can be used to turn down an offer)<br>2: ready<br>3: prepared<br><br>1: profitable (e.g. deal, business offer, etc.)<br>2: beneficial<br><br>1: OK	構わない
朗らか	1560710	ほがらか	朗	adjectival nouns or quasi-adjectives	1: bright<br>2: cheerful<br>3: melodious	
娘	1531190	むすめ	娘	noun	1: (my) daughter<br><br>1: girl (i.e. a young, unmarried woman)	子・こ・3
食べる	1358280	たべる	食	Ichidan verb, transitive verb	1: to eat<br><br>1: to live on (e.g. a salary)<br>2: to live off<br>3: to subsist on	
食う	1592100	くう	食	Godan verb with `u' ending, transitive verb	1: to eat<br><br>1: to live<br>2: to make a living<br>3: to survive<br><br>1: to bite<br>2: to sting (as insects do)<br><br>1: to tease<br>2: to torment<br>3: to taunt<br>4: to make light of<br>5: to make fun of<br><br>1: to encroach on<br>2: to eat into<br>3: to consume<br><br>1: to defeat a superior<br>2: to threaten a position<br><br>1: to consume time and-or resources<br><br>1: to receive something (usu. an unfavourable event)<br><br>1: to have sexual relations with a woman, esp. for the first time	
食らう	1592410	くらう	食	Godan verb with `u' ending, transitive verb	1: to eat<br>2: to drink<br><br>1: to receive (e.g. a blow)	
食む	2145650	はむ	食	Godan verb with `mu' ending, transitive verb	1: to eat (fodder, grass, etc.)<br><br>1: to receive (a salary)<br>2: to receive a stipend from one's lord	
飯	1482010	めし	飯	noun	1: cooked rice<br><br>1: meal<br>2: food<br><br>1: one's livelihood	
飲む	1169870	のむ	飲	Godan verb with `mu' ending, transitive verb	1: to drink<br>2: to gulp<br>3: to swallow<br>4: to take (medicine)<br><br>1: to smoke (tobacco)<br><br>1: to engulf<br>2: to overwhelm<br><br>1: to keep down<br>2: to suppress<br><br>1: to accept (e.g. demand, condition)<br><br>1: to make light of<br>2: to conceal	喫む
飢える	1224080	うえる	飢	Ichidan verb, intransitive verb	1: to starve<br>2: to thirst<br>3: to be hungry	
飾り	1357160	かざり	飾	noun, noun, used as a suffix	1: decoration	
飾る	1357210	かざる	飾	Godan verb with `ru' ending, transitive verb	1: to decorate<br>2: to ornament<br>3: to adorn	
館	1216210	やかた	館	noun	1: mansion<br>2: small castle<br><br>1: nobleman<br>2: noblewoman<br><br>1: boat cabin	
養う	1547090	やしなう	養	Godan verb with `u' ending, transitive verb	1: to support<br>2: to maintain<br>3: to provide for<br>4: to bring up<br>5: to raise<br>6: to rear<br>7: to feed<br>8: to adopt (a child)<br><br>1: to cultivate (a habit, a quality, etc.)<br>2: to develop<br>3: to build up<br><br>1: to recuperate (from injury, illness, etc.)	養い・1
飽かす	1518280	あかす	飽	Godan verb with `su' ending, transitive verb	1: to bore<br>2: to tire<br>3: to weary<br>4: to stultify<br><br>1: to use lavishly (and without regret)	
飽きる	1586250	あきる	飽	Ichidan verb, intransitive verb	1: to get tired of<br>2: to lose interest in<br>3: to have enough	
飽く	2083420	あく	飽	Godan verb with `ku' ending, intransitive verb	1: to tire of<br>2: to lose interest in<br><br>1: to be satisfied<br>2: to enjoy<br><br>1: (after the -masu stem of a verb) to do adequately	飽きる
既に	1220310	すでに	既	adverb	1: already<br>2: too late	
概ね	1204410	おおむね	概	adverb, noun	1: in general<br>2: generally<br>3: mostly<br>4: roughly<br>5: largely<br>6: mainly<br>7: on the whole<br>8: by and large<br><br>1: gist<br>2: point<br>3: main idea	
平	1506890	ひら	平	noun	1: something broad and flat<br>2: palm of the hand<br><br>1: common<br>2: ordinary<br><br>1: low-ranking employee<br>2: freshman<br>3: novice<br>4: private	平社員
平ら	1506930	たいら	平	adjectival nouns or quasi-adjectives, noun	1: flatness<br>2: level<br>3: smooth<br>4: calm<br>5: plain<br>6: sitting tailor fashion	
呼ぶ	1266440	よぶ	呼	Godan verb with `bu' ending, transitive verb	1: to call out (to)<br>2: to call<br>3: to invoke<br><br>1: to summon (a doctor, etc.)<br><br>1: to invite<br><br>1: to designate<br>2: to name<br>3: to brand<br><br>1: to garner (support, etc.)<br>2: to gather<br><br>1: to take as one's wife	娶る
坪	1433840	つぼ	坪	noun	1: unit of land measurement<br>2: 3.95 square yards<br>3: 3.31 square meters	
刈る	1209540	かる	刈	Godan verb with `ru' ending, transitive verb	1: to cut (hair)<br>2: to mow (grass)<br>3: to harvest<br>4: to clip<br>5: to shear<br>6: to reap<br>7: to trim<br>8: to prune	
胸	1237820	むね	胸	noun	1: chest<br>2: breast<br><br>1: breasts<br>2: bosom<br>3: bust<br><br>1: heart<br><br>1: lungs<br><br>1: stomach<br><br>1: heart<br>2: mind<br>3: feelings	
離す	1550830	はなす	離	Godan verb with `su' ending, transitive verb	1: to separate<br>2: to part<br>3: to divide<br>4: to keep apart	
離れる	1550840	はなれる	離	Ichidan verb, intransitive verb	1: to be separated<br>2: to be apart<br>3: to be distant<br><br>1: to leave<br>2: to go away<br><br>1: to leave (a job, etc.)<br>2: to quit<br>3: to give up<br><br>1: to lose connection with<br>2: to drift away from	
殺す	1299030	ころす	殺	Godan verb with `su' ending, transitive verb	1: to kill	
鈍い	1582430	にぶい	鈍	adjective	1: dull (e.g. a knife)<br>2: blunt<br><br>1: thickheaded<br>2: obtuse<br>3: stupid<br><br>1: dull (sound, color, etc.)<br>2: dim (light)<br><br>1: slow<br>2: sluggish<br>3: inert<br>4: lethargic<br><br>1: indulgent (esp. to the opposite sex)<br>2: doting	
鈍る	1582440	にぶる	鈍	Godan verb with `ru' ending, intransitive verb	1: to become less capable<br>2: to grow dull<br>3: to become blunt<br>4: to weaken	
鈍	2009300	なまくら	鈍	adjectival nouns or quasi-adjectives	1: blunt (e.g. sword)<br>2: dull<br><br>1: lazy<br>2: cowardly<br>3: good for nothing	
辛い	1365850	からい	辛	adjective	1: spicy<br>2: hot<br><br>1: salty<br><br>1: harsh (criticism)<br>2: severe (punishment)<br>3: strict<br><br>1: painful<br>2: bitter<br>3: difficult<br>4: tough	
辛い	1365860	つらい	辛	adjective	1: painful<br>2: bitter<br>3: heart-breaking	
辛	1580630	かのと	辛	noun	1: 8th in rank<br>2: eighth sign of the Chinese calendar	
辞める	1318950	やめる	辞	Ichidan verb, transitive verb	1: to resign<br>2: to retire<br>3: to quit<br>4: to leave (one's job, etc.)	
梓	1152850	あずさ	梓	noun	1: Japanese cherry birch (Betula grossa)<br><br>1: yellow catalpa (Catalpa ovata)<br><br>1: Japanese mallotus (Mallotus japonicus)<br><br>1: printing block<br><br>1: catalpa bow<br><br>1: catalpa medium	夜糞峰榛; キササゲ; 赤芽柏・1; 梓弓; 梓巫女
壁	1509290	かべ	壁	noun	1: wall<br>2: partition<br><br>1: barrier<br>2: obstacle<br><br>1: Chinese "Wall" constellation (one of the 28 mansions)	二十八宿; 玄武・げんぶ・2
避ける	1583260	さける	避	Ichidan verb, transitive verb	1: to avoid (physical contact with)<br><br>1: to avoid (situation)<br><br>1: to ward off<br>2: to avert	
新しい	1361490	あたらしい	新	adjective	1: new<br>2: novel<br>3: fresh<br>4: recent<br>5: latest<br>6: up-to-date<br>7: modern	
新た	1361510	あらた	新	adjectival nouns or quasi-adjectives, noun	1: new<br>2: fresh<br>3: novel	
薪	1365010	まき	薪	noun	1: firewood<br>2: kindling<br>3: fuel<br><br>1: piece(s) of firewood	
親	1365040	おや	親	noun	1: parent<br>2: parents<br><br>1: dealer (in cards, mahjong, etc.)<br><br>1: founder<br><br>1: (pet) owner	子・こ・7
親しい	1365050	したしい	親	adjective	1: intimate<br>2: close (e.g. friend)	
親しむ	1365070	したしむ	親	Godan verb with `mu' ending, intransitive verb	1: to be intimate with<br>2: to befriend	
幸	1278370	さち	幸	noun	1: good luck<br>2: fortune<br>3: happiness<br><br>1: harvest<br>2: yield	海の幸
幸い	1278380	さいわい	幸	adjectival nouns or quasi-adjectives, noun, adverb	1: happiness<br>2: blessedness<br>3: luck<br>4: fortune<br>5: felicity<br><br>1: luckily<br>2: fortunately	幸いする・さいわいする
幸せ	1594060	しあわせ	幸	adjectival nouns or quasi-adjectives, noun	1: happiness<br>2: good fortune<br>3: luck<br>4: blessing	
執る	1599165	とる	執	Godan verb with `ru' ending, transitive verb	1: to take (trouble)<br>2: to attend (to business)<br>3: to command (army)	
報いる	1515630	むくいる	報	Ichidan verb, transitive verb	1: to reward<br>2: to recompense<br>3: to repay<br><br>1: to retaliate<br>2: to get revenge	報う; 一矢を報いる
叫ぶ	1235910	さけぶ	叫	Godan verb with `bu' ending, intransitive verb	1: to shout<br>2: to cry<br>3: to scream<br>4: to shriek<br>5: to yell<br>6: to exclaim<br><br>1: to clamor (for or against)<br>2: to clamour (for or against)	
収まる	1330490	おさまる	収	Godan verb with `ru' ending, intransitive verb	1: to be in one's place<br>2: to be installed<br>3: to settle into<br><br>1: to be delivered<br>2: to be obtained<br>3: to be paid<br><br>1: to be settled<br>2: to be sorted out<br><br>1: to lessen (e.g. of storms, pain)<br>2: to calm down<br><br>1: to be fit tightly into (e.g. a frame)<br>2: to be sheathed (in a scabbard)	治まる; 治まる
収める	1589090	おさめる	収	Ichidan verb, transitive verb	1: to dedicate<br>2: to make an offering<br>3: to pay (fees)<br><br>1: to supply<br><br>1: to store<br><br>1: to finish<br>2: to bring to a close<br><br>1: to restore (something to its place)<br><br>1: to achieve (e.g. a result)	
卑しい	1482660	いやしい	卑	adjective	1: lowborn<br>2: humble<br>3: lowly<br><br>1: vulgar<br>2: coarse<br>3: crude<br>4: mean<br>5: base<br>6: vile<br><br>1: shabby<br><br>1: greedy<br>2: gluttonous<br>3: avaricious	
卑しむ	1482670	いやしむ	卑	Godan verb with `mu' ending	1: to despise<br>2: to disdain<br>3: to scorn	
卑しめる	1482680	いやしめる	卑	Ichidan verb, transitive verb	1: to despise<br>2: to abase (oneself)	
碑	1702990	いしぶみ	碑	noun	1: stone monument bearing an inscription (esp. memorial for future generations)<br>2: stele<br>3: stela	
睦まじい	1521880	むつまじい	睦	adjective	1: harmonious<br>2: happy<br>3: affectionate	
睦ぶ	2039520	むつぶ	睦	Godan verb with `bu' ending, intransitive verb	1: to be harmonious<br>2: to get on well<br>3: to be intimate or close	
睦む	2039530	むつむ	睦	Godan verb with `mu' ending, intransitive verb	1: to be harmonious<br>2: to get on well<br>3: to be intimate or close	睦ぶ
勢い	1375040	いきおい	勢	adverb, noun, adverbial noun	1: force<br>2: vigor<br>3: vigour<br>4: energy<br>5: spirit<br>6: life<br><br>1: influence<br>2: authority<br>3: power<br>4: might<br><br>1: impetus<br>2: momentum<br>3: course (of events)<br><br>1: naturally<br>2: necessarily	
熱い	1467720	あつい	熱	adjective	1: hot (thing)<br><br>1: passionate (feelings, etc.)<br>2: ardent<br>3: hot (e.g. gaze)<br><br>1: hot (e.g. temper)<br><br>1: zealous<br>2: enthusiastic<br>3: fired up<br><br>1: intense<br>2: severe<br>3: extreme<br><br>1: hot (topic)<br>2: of interest	
菱	2264840	ひし	菱	noun	1: Trapa japonica (species of plant closely related to water chestnut or water caltrop)<br><br>1: caltrop (weapon)<br>2: caltrap	
陵	1554710	みささぎ	陵	noun	1: imperial mausoleum<br>2: Emperor's tomb<br><br>1: big hill	御墓・みはか
亥	1575920	い	亥	noun	1: twelfth sign of the Chinese zodiac (The Boar, 9pm-11pm, north-northwest, October)	
刻み	1285840	きざみ	刻	noun	1: shredded tobacco<br>2: notch<br>3: nick	
刻む	1285890	きざむ	刻	Godan verb with `mu' ending, transitive verb	1: to mince<br>2: to cut fine<br>3: to chop up<br>4: to hash<br>5: to shred<br><br>1: to carve<br>2: to engrave<br>3: to chisel<br>4: to notch<br><br>1: to tick away (time)<br>2: to record the passing moments<br><br>1: to etch (into one's mind)<br>2: to remember distinctly<br><br>1: to have tattooed<br><br>1: to torment	心に刻む
述べる	1340820	のべる	述	Ichidan verb, transitive verb	1: to state<br>2: to express<br>3: to mention	
術	1340790	すべ	術	noun	1: way<br>2: method<br>3: means	
寒い	1210360	さむい	寒	adjective	1: cold (e.g. weather)<br><br>1: uninteresting (esp. joke)<br>2: lame<br>3: dull<br>4: weak<br>5: corny	お寒い・1
醸す	1357070	かもす	醸	Godan verb with `su' ending, transitive verb	1: to brew (sake, etc.)<br><br>1: to cause<br>2: to bring on<br>3: to bring about<br>4: to give rise to	
譲る	1357030	ゆずる	譲	Godan verb with `ru' ending, transitive verb	1: to turn over<br>2: to assign<br>3: to hand over<br>4: to transmit<br>5: to convey<br>6: to sell<br>7: to dispose of<br><br>1: to yield<br>2: to surrender<br>3: to concede	
麦	1476080	むぎ	麦	noun	1: wheat<br>2: barley<br>3: oat (oats)	
青	1381380	あお	青	noun, nouns which may take the genitive case particle `no', adjectival nouns or quasi-adjectives, prefix	1: blue<br><br>1: green<br><br>1: green light<br><br>1: black (horse coat color)<br><br>1: immature<br>2: unripe<br>3: young	青信号; 青毛
青い	1381390	あおい	青	adjective	1: blue<br>2: green<br><br>1: pale<br><br>1: unripe<br>2: inexperienced	
請う	1592920	こう	請	Godan verb with `u' ending, transitive verb	1: to beg<br>2: to ask<br>3: to request<br>4: to invite	
情け	1356220	なさけ	情	noun	1: pity<br>2: sympathy<br>3: compassion<br>4: mercy<br><br>1: affection	御情け
晴らす	1376450	はらす	晴	Godan verb with `su' ending, transitive verb	1: to dispel<br>2: to clear away<br>3: to refresh (oneself)<br><br>1: to accomplish a goal<br><br>1: to make it sunny<br>2: to make clouds disappear	
晴れ	1376460	はれ	晴	noun, nouns which may take the genitive case particle `no'	1: clear weather<br>2: fine weather<br><br>1: formal<br>2: ceremonial<br>3: public<br><br>1: cleared of suspicion	快晴・かいせい
晴れる	1376470	はれる	晴	Ichidan verb, intransitive verb	1: to clear up<br>2: to clear away<br>3: to be sunny<br>4: to stop raining<br><br>1: to refresh (e.g. spirits)<br><br>1: to be cleared (e.g. of a suspicion)<br><br>1: to be dispelled<br>2: to be banished	疑いが晴れる
清い	1378140	きよい	清	adjective	1: clear<br>2: pure<br>3: noble	清らか
清まる	1378150	きよまる	清	Godan verb with `ru' ending, intransitive verb	1: to be purified<br>2: to be cleansed	
清める	1378170	きよめる	清	Ichidan verb, transitive verb	1: to purify<br>2: to cleanse<br>3: to exorcise<br>4: to purge<br>5: to ward off	
静か	1381820	しずか	静	adjectival nouns or quasi-adjectives	1: quiet<br>2: silent<br><br>1: slow<br>2: unhurried<br><br>1: calm<br>2: peaceful	
静まる	1594270	しずまる	静	Godan verb with `ru' ending, intransitive verb	1: to quieten down<br>2: to calm down<br>3: to subside<br>4: to die down<br>5: to abate<br>6: to be suppressed	
静める	1594280	しずめる	静	Ichidan verb, transitive verb	1: to appease<br>2: to suppress<br>3: to calm	
責める	1383160	せめる	責	Ichidan verb, transitive verb	1: to condemn<br>2: to blame<br>3: to criticize<br>4: to criticise<br>5: to reproach<br>6: to accuse<br><br>1: to urge<br>2: to press<br>3: to pester<br><br>1: to torture<br>2: to torment<br>3: to persecute<br><br>1: to break in (a horse)	
積む	1382970	つむ	積	Godan verb with `mu' ending	1: to pile up<br>2: to stack<br><br>1: to load (car, ship, etc.)<br>2: to pack<br><br>1: to acquire<br>2: to accumulate	
積もり	1382980	つもり	積	noun	1: intention<br>2: plan<br><br>1: conviction<br>2: belief	
積もる	1382990	つもる	積	Godan verb with `ru' ending	1: to pile up<br>2: to accumulate<br><br>1: to estimate	見積もる
漬ける	1433680	つける	漬	Ichidan verb, transitive verb	1: to soak<br>2: to seep<br>3: to dip in<br><br>1: to pickle	
表	1489340	おもて	表	noun	1: surface<br><br>1: face (i.e. the visible side of an object)<br><br>1: front (of a building, etc.)<br>2: obverse side (i.e. "head") of a coin<br><br>1: outside<br>2: exterior<br><br>1: appearance<br><br>1: public<br><br>1: first half (of an innings)<br>2: top (of an inning)<br><br>1: cover (for tatami mats, etc.)<br><br>1: foreground	
俵	1583390	たわら	俵	noun, suffix, counter	1: straw bag<br>2: bale<br>3: sack<br><br>1: counter for sacks<br>2: counter for bales<br>3: counter for bags	
潔い	1254440	いさぎよい	潔	adjective	1: manly<br>2: sportsmanlike<br>3: gracious<br>4: gallant<br>5: resolute<br>6: brave<br><br>1: pure (heart, actions, etc.)<br>2: upright<br>3: blameless<br><br>1: unsullied (e.g. scenery or object)<br>2: pure<br>3: clean	
契る	1250160	ちぎる	契	Godan verb with `ru' ending	1: to pledge<br>2: to vow<br>3: to promise<br>4: to swear<br><br>1: to have sexual intercourse (esp. between husband and wife)<br>2: to share a bed	
喫む	2584070	のむ	喫	Godan verb with `mu' ending, transitive verb	1: to smoke (tobacco)	飲む・2
割る	1208000	わる	割	Godan verb with `ru' ending, transitive verb	1: to divide<br>2: to cut<br>3: to break<br>4: to halve<br>5: to separate<br>6: to split<br>7: to rip<br>8: to crack<br>9: to smash<br>10: to dilute	
割れる	1208020	われる	割	Ichidan verb, intransitive verb	1: to break<br>2: to be smashed<br><br>1: to split<br>2: to crack<br>3: to fissure<br>4: to be torn<br><br>1: to be divided<br>2: to cleave<br><br>1: to come to light<br>2: to be identified<br>3: to be established<br>4: to become clear	
割	1606800	わり	割	noun, noun, used as a suffix	1: rate<br>2: ratio<br>3: proportion<br>4: percentage<br><br>1: profit<br><br>1: assignment<br><br>1: 10%<br>2: unit of ten percent<br><br>1: match<br>2: schedule of matches<br><br>1: diluted with (of drinks)<br>2: mixed with	水割り・1
生	1378440	き	生	noun, prefix	1: pure<br>2: undiluted<br>3: raw<br>4: crude	
生	1378450	なま	生	nouns which may take the genitive case particle `no', adjectival nouns or quasi-adjectives, noun, noun, used as a prefix	1: raw<br>2: uncooked<br>3: fresh<br><br>1: natural<br>2: as it is<br>3: unedited<br>4: unprocessed<br><br>1: unprotected (i.e. not wearing a condom)<br><br>1: live (i.e. not recorded)<br><br>1: inexperienced<br>2: unpolished<br>3: green<br>4: crude<br><br>1: impudence<br>2: sauciness<br><br>1: unpasteurized beer<br>2: draft beer<br>3: draught beer<br><br>1: just a little<br>2: somehow<br>3: vaguely<br>4: partially<br>5: somewhat<br>6: half-<br>7: semi-<br><br>1: irresponsibly<br>2: half-baked<br><br>1: cash<br><br>1: tipsiness	生意気; 生ビール; 生酔い
生う	1378480	おう	生	Godan verb with `u' ending, transitive verb	1: to grow<br>2: to spring up<br><br>1: to cut (teeth)	
生える	1378490	はえる	生	Ichidan verb, intransitive verb	1: to grow<br>2: to spring up<br>3: to sprout<br><br>1: to cut (teeth)	
生きる	1378520	いきる	生	Ichidan verb, intransitive verb	1: to live<br>2: to exist<br><br>1: to make a living<br>2: to subsist<br><br>1: to be in effect<br>2: to be in use<br>3: to function<br><br>1: to come to life<br>2: to be enlivened<br><br>1: to be safe (in baseball, go, etc.)	
生まれる	1378690	うまれる	生	Ichidan verb, intransitive verb	1: to be born	
生やす	1378760	はやす	生	Godan verb with `su' ending, transitive verb	1: to grow<br>2: to cultivate<br>3: to wear a beard	
生かす	1587070	いかす	生	Godan verb with `su' ending, transitive verb	1: to make (the best) use of<br>2: to leverage (skills, attributes, experience, etc.)<br>3: to capitalise on (experience, etc)<br><br>1: to let live<br>2: to keep alive<br><br>1: to revive<br>2: to resuscitate	
生ける	1587190	いける	生	Ichidan verb, transitive verb, noun or verb acting prenominally	1: to arrange (flowers)<br>2: to plant<br><br>1: living<br>2: live	
生まれ	1609350	うまれ	生	noun, noun, used as a suffix, nouns which may take the genitive case particle `no'	1: birth<br>2: birthplace<br><br>1: born in (country, month, imperial era, zodiac year, etc.)	
生る	1611000	なる	生	Godan verb with `ru' ending, intransitive verb	1: to bear fruit	
生す	2410700	むす	生	Godan verb with `su' ending, intransitive verb	1: to grow (of moss, etc.)	
生す	2824590	なす	生	Godan verb with `su' ending, transitive verb	1: to have a child	
星	1376310	ほし	星	noun	1: star<br>2: any light-emitting (or reflecting) heavenly body (except for the sun and the moon)<br><br>1: offender<br>2: perpetrator (police slang)	
性	1375250	さが	性	noun	1: one's nature<br>2: one's destiny<br><br>1: custom<br>2: tradition<br>3: habit	
産む	1588410	うむ	産	Godan verb with `mu' ending, transitive verb	1: to give birth<br>2: to deliver<br>3: to produce	
峰	1516250	みね	峰	noun	1: peak<br>2: summit<br>3: ridge<br>4: top<br><br>1: back of a blade	
縫う	1517700	ぬう	縫	Godan verb with `u' ending, transitive verb	1: to sew<br>2: to stitch<br><br>1: to weave one's way (e.g. through a crowd)	
拝む	1472230	おがむ	拝	Godan verb with `mu' ending, transitive verb	1: to assume the posture of praying<br>2: to press the palms and fingers of both hands together<br>3: to do reverence (e.g. before a statue of the Buddha)<br>4: to pay one's respects<br><br>1: to beg<br>2: to make a supplication<br><br>1: to see (something or someone of high status)	
寿	1330170	ことぶき	寿	noun	1: congratulations<br>2: felicitations<br>3: best wishes<br><br>1: longevity<br>2: long life	
寿く	1330180	ことぶく	寿	Godan verb with `ku' ending, transitive verb	1: to congratulate<br>2: to wish one well	
寿ぐ	1330190	ことほぐ	寿	Godan verb with `gu' ending, transitive verb	1: to congratulate<br>2: to wish one well	
鋳る	1587780	いる	鋳	Ichidan verb, transitive verb	1: to cast<br>2: to mint<br>3: to coin	
春	1341000	はる	春	adverbial noun	1: spring<br>2: springtime<br><br>1: New Year<br><br>1: prime (of one's life, etc.)<br><br>1: adolescence<br>2: puberty<br><br>1: sexuality	
椿	1433810	つばき	椿	noun	1: common camellia<br>2: Camellia japonica<br><br>1: tea produced in the mountains	
奏でる	1399470	かなでる	奏	Ichidan verb, intransitive verb	1: to play an instrument (esp. string instruments)	
実	1320810	み	実	noun	1: fruit<br>2: nut<br><br>1: seed<br><br>1: (in broth) pieces of meat, vegetable, etc.<br><br>1: content<br>2: substance	
実る	1320850	みのる	実	Godan verb with `ru' ending, intransitive verb	1: to bear fruit<br>2: to ripen	
奉ずる	1515790	ほうずる	奉	Ichidan verb - zuru verb, transitive verb	1: to present<br>2: to dedicate<br><br>1: to obey<br>2: to follow<br>3: to believe in<br>4: to serve<br><br>1: to proudly bear	
奉る	1584070	たてまつる	奉	Godan verb with `ru' ending, transitive verb	1: to offer<br>2: to present<br>3: to revere<br>4: to do respectfully	
勤まる	1240800	つとまる	勤	Godan verb with `ru' ending, intransitive verb	1: to be fit for<br>2: to be equal to<br>3: to function properly	
